2025-02-12 10:05:02;54.174.62.181;159.84.146.99;TCP;41584;443;1;PERMIT;eth0;;6
2025-02-12 10:05:02;52.70.240.171;159.84.146.99;TCP;27804;443;1;PERMIT;eth0;;6
2025-02-12 10:05:05;54.174.58.243;159.84.146.99;TCP;40651;443;1;PERMIT;eth0;;6
2025-02-12 10:05:05;54.174.58.227;159.84.146.99;TCP;46131;443;1;PERMIT;eth0;;6
2025-02-12 10:05:06;23.22.35.162;159.84.146.99;TCP;43125;443;1;PERMIT;eth0;;6
2025-02-12 10:05:08;185.191.171.9;159.84.146.99;TCP;31416;443;1;PERMIT;eth0;;6
2025-02-12 10:05:09;104.156.155.36;159.84.146.99;TCP;44825;12000;999;DENY;eth0;;6
2025-02-12 10:05:10;66.249.68.1;159.84.146.99;TCP;38735;443;1;PERMIT;eth0;;6
2025-02-12 10:05:11;3.224.220.101;159.84.146.99;TCP;19231;443;1;PERMIT;eth0;;6
2025-02-12 10:05:14;23.22.35.162;159.84.146.99;TCP;47599;443;1;PERMIT;eth0;;6
2025-02-12 10:05:16;222.186.13.133;159.84.146.99;TCP;55205;1433;999;DENY;eth0;;6
2025-02-12 10:05:18;52.70.240.171;159.84.146.99;TCP;35325;443;1;PERMIT;eth0;;6
2025-02-12 10:05:20;3.237.42.221;159.84.146.99;TCP;50260;443;1;PERMIT;eth0;;6
2025-02-12 10:05:22;3.224.220.101;159.84.146.99;TCP;35874;443;1;PERMIT;eth0;;6
2025-02-12 10:05:26;3.224.220.101;159.84.146.99;TCP;46325;443;1;PERMIT;eth0;;6
2025-02-12 10:05:30;3.224.220.101;159.84.146.99;TCP;33209;443;1;PERMIT;eth0;;6
2025-02-12 10:05:31;104.156.155.36;159.84.146.99;TCP;44825;2382;999;DENY;eth0;;6
2025-02-12 10:05:33;18.232.186.211;159.84.146.99;TCP;50856;443;1;PERMIT;eth0;;6
2025-02-12 10:05:34;3.224.220.101;159.84.146.99;TCP;24747;443;1;PERMIT;eth0;;6
2025-02-12 10:05:38;23.22.35.162;159.84.146.99;TCP;19539;443;1;PERMIT;eth0;;6
2025-02-12 10:05:40;104.156.155.36;159.84.146.99;TCP;44825;8016;999;DENY;eth0;;6
2025-02-12 10:05:42;172.226.6.24;159.84.146.99;TCP;43758;443;1;PERMIT;eth0;;6
2025-02-12 10:05:42;23.22.35.162;159.84.146.99;TCP;2542;443;1;PERMIT;eth0;;6
2025-02-12 10:05:44;172.226.6.24;159.84.146.99;TCP;54200;443;1;PERMIT;eth0;;6
2025-02-12 10:05:44;172.226.6.24;159.84.146.99;TCP;40968;443;1;PERMIT;eth0;;6
2025-02-12 10:05:44;172.226.6.24;159.84.146.99;TCP;53592;443;1;PERMIT;eth0;;6
2025-02-12 10:05:44;172.226.6.24;159.84.146.99;TCP;39174;443;1;PERMIT;eth0;;6
2025-02-12 10:05:45;104.28.85.115;159.84.146.99;TCP;36598;443;1;PERMIT;eth0;;6
2025-02-12 10:05:45;104.28.85.115;159.84.146.99;TCP;36669;443;1;PERMIT;eth0;;6
2025-02-12 10:05:45;104.28.85.115;159.84.146.99;TCP;36400;443;1;PERMIT;eth0;;6
2025-02-12 10:05:45;104.28.85.115;159.84.146.99;TCP;36412;443;1;PERMIT;eth0;;6
2025-02-12 10:05:47;52.70.240.171;159.84.146.99;TCP;45843;443;1;PERMIT;eth0;;6
2025-02-12 10:05:48;66.249.66.64;159.84.146.99;TCP;43614;443;1;PERMIT;eth0;;6
2025-02-12 10:05:48;104.156.155.36;159.84.146.99;TCP;44825;9217;999;DENY;eth0;;6
2025-02-12 10:05:50;3.224.220.101;159.84.146.99;TCP;58143;443;1;PERMIT;eth0;;6
2025-02-12 10:05:51;79.110.62.153;159.84.146.99;TCP;44575;33819;999;DENY;eth0;;6
2025-02-12 10:05:52;3.233.229.64;159.84.146.99;TCP;50360;443;1;PERMIT;eth0;;6
2025-02-12 10:05:54;44.210.76.182;159.84.146.99;TCP;50946;443;1;PERMIT;eth0;;6
2025-02-12 10:05:54;52.70.240.171;159.84.146.99;TCP;49450;443;1;PERMIT;eth0;;6
2025-02-12 10:05:56;79.110.62.64;159.84.146.99;TCP;48129;39613;999;DENY;eth0;;6
2025-02-12 10:05:57;51.222.253.5;159.84.146.99;TCP;33974;443;1;PERMIT;eth0;;6
2025-02-12 10:05:58;23.22.35.162;159.84.146.99;TCP;27319;443;1;PERMIT;eth0;;6
2025-02-12 10:05:59;185.191.171.9;159.84.146.99;TCP;30668;443;1;PERMIT;eth0;;6
2025-02-12 10:05:59;3.239.129.220;159.84.146.99;TCP;50682;443;1;PERMIT;eth0;;6
2025-02-12 10:06:03;3.224.220.101;159.84.146.99;TCP;20148;443;1;PERMIT;eth0;;6
2025-02-12 10:06:06;52.70.240.171;159.84.146.99;TCP;19266;443;1;PERMIT;eth0;;6
2025-02-12 10:06:07;89.248.165.121;159.84.146.99;TCP;52248;7216;999;DENY;eth0;;6
2025-02-12 10:06:11;52.70.240.171;159.84.146.99;TCP;54883;443;1;PERMIT;eth0;;6
2025-02-12 10:06:11;80.82.77.144;159.84.146.99;TCP;34957;49320;999;DENY;eth0;;6
2025-02-12 10:06:12;169.233.1.32;159.84.146.99;TCP;41170;443;1;PERMIT;eth0;;6
2025-02-12 10:06:13;104.156.155.36;159.84.146.99;TCP;44825;5000;999;DENY;eth0;;6
2025-02-12 10:06:14;23.22.35.162;159.84.146.99;TCP;25831;443;1;PERMIT;eth0;;6
2025-02-12 10:06:18;23.22.35.162;159.84.146.99;TCP;28281;443;1;PERMIT;eth0;;6
2025-02-12 10:06:22;3.224.220.101;159.84.146.99;TCP;33364;443;1;PERMIT;eth0;;6
2025-02-12 10:06:23;3.239.112.201;159.84.146.99;TCP;50324;443;1;PERMIT;eth0;;6
2025-02-12 10:06:24;44.222.132.121;159.84.146.99;TCP;50450;443;1;PERMIT;eth0;;6
